['666721', '80665555.com', '-2']
['841392', 'ugandacoffee.go.ug', '-2']
['841396', 'mir2sky.com', '-2']
['841429', 'diklz.gov.ua', '-2']
['841467', 'clasificadoselgriton.com', '-2']
['841629', '4shared-china.com', '-2']
['841728', 'apecsop.ru', '-2']
['841741', 'cover-battle.ru', '-2']
['841852', 'changshazubai.com', '-2']
['841902', 'guandalaw.com', '-2']
['841952', 'ez-websites.net', '-2']
['842008', 'shareto.com.cn', '-2']
['842019', 'bjnuo.com', '-2']
['842035', 'mso.com.cn', '-2']
['842074', 'thegiftsvilla.com', '-2']
['842140', 'grimmemennesker.dk', '-2']
['842177', 'lea.co.bw', '-2']
['842185', 'shxhjx.com', '-2']
['842187', 'srocommunity.com', '-2']
['842207', 'envoyholdings.com', '-2']
['842233', 'hotsun.ir', '-2']
['842335', 'eventoelevate.com', '-2']
['842403', 'bigazone.com', '-2']
['842421', 'nikebotystore.com', '-2']
['842423', 'officialbluejaysproshop.com', '-2']
['842431', 'soncho.jp', '-2']
['842480', 'yach.net', '-2']
['842536', 'mitsui-sumitomocard.com', '-2']
['842612', 'psycofe.com', '-2']
['842664', 'dormouse888.xyz', '-2']
['842685', 'vieweva.com', '-2']
['842795', 'hiperclic.com', '-2']
['842854', 'ghalebfreelancer.ir', '-2']
['842864', 'twss.de', '-2']
['842876', 'repelisxd.com', '-2']
['842903', 'bjyouth.com.cn', '-2']
['842940', 'chaisegamermaroc.com', '-2']
['842946', '7sao.pro', '-2']
['843009', 'kuangdi.com', '-2']
['843024', 'pranjetepiha.com', '-2']
['843060', 'rust.net', '-2']
['843114', 'macedonia.org', '-2']
['843137', 'gemscript.ir', '-2']
['843262', 'navetic.com', '-2']
['843278', 'mouse888.co', '-2']
['843379', 'lilliputain.com', '-2']
['843521', 'cqrywh.com', '-2']
['843568', 'tangping.com', '-2']
['843754', 'beeline.ua', '-2']
['843844', 'makeuplooks.gq', '-2']
['843855', 'bubbadu.com', '-2']
['843862', 'elecont.mobi', '-2']
['843880', 'vietba.net', '-2']
['843883', 'lyslsm.net', '-2']
['844049', 'gaodingls.com', '-2']
['844096', 'jxkszs.com', '-2']
['844136', 'binatone.ru', '-2']
['844174', 'sodomylaws.org', '-2']
['844207', 'qthxxw.com', '-2']
['844233', 'adinfinity.com', '-2']
['844277', 'wxhfjxsbc.com', '-2']
['844288', 'divyasompeeth.org', '-2']
['844307', 'snatchcodes.com', '-2']
['844323', 'firmasonline.com', '-2']
['844333', 'haritrader.com', '-2']
['844381', 'cinaryuvacikasm.com', '-2']
['844392', 'yah0o.com', '-2']
['844416', 'thinksilver.gr', '-2']
['844485', 'fgame.top', '-2']
['844490', 'paalen-archiv.com', '-2']
['844567', 'mennograndin.com', '-2']
['844841', 'agropetsupportltd.com', '-2']
['844947', 'tuks.nl', '-2']
['844955', 'allaintenergy.com', '-2']
['844987', 'choung.us', '-2']
['845096', 'zhongyi120.com', '-2']
['845103', 'supermall.com.bd', '-2']
['845129', 'sitelabourhire.com', '-2']
['845186', 'holidaygiveaway.click', '-2']
['845235', 'softkey.info', '-2']
['845266', 'flnet.com', '-2']
['845350', 'osaii.com', '-2']
['845361', 'grasshopper888.xyz', '-2']
['845368', 'qm.news', '-2']
['845373', 'xiaomapan.com', '-2']
['845523', 'eventoamplify.com', '-2']
['845534', 'colinjamestennant.com', '-2']
['845558', '0769dgsn.net', '-2']
['845681', 'isc2cares.org', '-2']
['845847', 'periscopepost.com', '-2']
['845993', 'nzeo.com', '-2']
['846037', 'atriumforensics.com', '-2']
['846093', 'njdragoncrown.com', '-2']
['846167', 'ultimatepaint.com', '-2']
['846187', 'jsdwj.com', '-2']
['846196', 'yiihao126.net', '-2']
['846214', 'gfkamerica.com', '-2']
['846271', 'random-choicepartner.com', '-2']
['846273', 'tcsradio.com', '-2']
['846288', 'se-test.com', '-2']
['846301', 'gotry.org', '-2']
['846377', 'medlawhub.com', '-2']
['846379', 'wshost.cc', '-2']
['846382', 'hljls.cn', '-2']
['846384', 'jsopakistan.org', '-2']
['846402', 'ampersvet.by', '-2']
['846439', 'trig.tech', '-2']
['846583', 'tfrgaming.dk', '-2']
['846638', 'coemp.cl', '-2']
['846679', 'fluandrade.com.br', '-2']
['846739', 'askthecssguy.com', '-2']
['846885', 'megatechbrasil.com', '-2']
['846897', 'gyfshop.com', '-2']
['846947', 'vcapitalplus.com', '-2']
['846993', 'eventoinspire.com', '-2']
['847043', 'openaio.com', '-2']
['847139', 'trendholik.com', '-2']
['847164', 'stagebeautymovie.com', '-2']
['847242', 'goproxy.cn', '-2']
['847329', 'fatcatmusic.org', '-2']
['847423', 'hasuken.com', '-2']
['847560', 'arbutus888.xyz', '-2']
['847592', 'contratoscajica.gov.co', '-2']
['847645', 'kutaitimurkab.go.id', '-2']
['847648', 'susanmacdowellre.com', '-2']
['847655', 'topsexhub.com', '-2']
['847736', 'abouttestingsanta.com', '-2']
['847799', 'secure12.info', '-2']
['847819', 'pgsport888.xyz', '-2']
['847848', 'windlife.com', '-2']
['847906', 'safeppemarket.com', '-2']
['848028', 'lylqgy.com', '-2']
['848034', 'jz60.com', '-2']
['848068', 'animal-porno.xyz', '-2']
['848080', 'buero-london.com', '-2']
['848217', 'studiointlwhmc1.click', '-2']
['848313', 'optozor.com', '-2']
['848342', 'zqhuanduan.com', '-2']
['848381', 'ebuddyhelp.biz', '-2']
['848424', 'log4jv.info', '-2']
['848440', '212312.com', '-2']
['848465', 'alnuhratmarketing.com', '-2']
['848482', 'dali-group.com', '-2']
['848614', 'ytc.edu.cn', '-2']
['848619', 'vtdc.net', '-2']
['848682', 'ciya.com.tr', '-2']
['848733', 'nydolls.org', '-2']
['848740', 'ijku.icu', '-2']
['848772', 'lazlogistics.co.id', '-2']
['848842', 'tadalafilph24.com', '-2']
['848895', 'brimfieldshow.com', '-2']
['848998', 'liuyangshi.cn', '-2']
['849013', 'dead541clothescell.live', '-2']
['849017', 'dkiff.dk', '-2']
['849194', 'augustine-collective.com', '-2']
['849219', 'farbar.ai', '-2']
['849250', 'chingoncafe.com', '-2']
['849287', 'primainst.com.cn', '-2']
['849290', 'bbccompany.in', '-2']
['849338', 'coffeefood.com', '-2']
['849345', 'lotterysambadz.com', '-2']
['849409', 'pigeon888.online', '-2']
['849449', 'msxindl.com', '-2']
['849460', 'iamon.website', '-2']
['849486', 'masteringenieros.co', '-2']
['849552', 'caringlyyours.com', '-2']
['849560', 'excursion-desierto-marrakech.com', '-2']
['849631', 'mobilemonday.net', '-2']
['849694', 'heyshow.com.tw', '-2']
['849695', 'ambienteenergia.com.br', '-2']
['849723', 'easybeatsapparel.com', '-2']
['849757', 'gunaitu.com', '-2']
['849795', 'petfriendly.rs', '-2']
['849798', 'cahners.com', '-2']
['849803', 'yoopa.ca', '-2']
['849851', 'pumarihannafenty.us', '-2']
['849969', 'ncsrmwy.com', '-2']
['849977', 'whitethroat888.xyz', '-2']
['849994', 'kmtwzs.com', '-2']
['850048', 'osloger.biz', '-2']
['850050', 'cebiz.cn', '-2']
['850070', 'vip-trader98.ir', '-2']
['850082', 'laymark.com', '-2']
['850140', 'liiv.vip', '-2']
['850174', 'jiejiu88.com', '-2']
['850312', 'lindidi.com', '-2']
['850356', 'entertainmentbuddha.com', '-2']
['850399', 'javajia.com', '-2']
['850408', 'prayingonpurpose.com', '-2']
['850439', 'sefazrs.rs.gov.br', '-2']
['850456', 'ihateaptora.com', '-2']
['850461', 'patentsandtm.us', '-2']
['850504', 'shuimo.win', '-2']
['850527', 'getapp.in', '-2']
['850531', 'paintmycharity.com', '-2']
['850582', 'vumadrufx.live', '-2']
['850589', 'valueweb.com', '-2']
['850609', 'juruigj.com', '-2']
['850621', 'bestsmallbusinesssoftware.net', '-2']
['850672', 'webstack.cc', '-2']
['850680', 'noithatthienhoa.net', '-2']
['850695', 'floodsmartusa.com', '-2']
['850696', 'namedog.com', '-2']
['850733', 'enjoykeywestfl.com', '-2']
['850736', 'trazodonehighbuy.com', '-2']
['850737', 'notyourmamaswaffles.com', '-2']
['850738', 'sexinmanaus.com', '-2']
['850808', 'sqllitlever.info', '-2']
['850880', 'teamtapas.com', '-2']
['850921', 'hcmuns.edu.vn', '-2']
['850927', 'zannel.com', '-2']
['850979', 'shopqilla.com', '-2']
['850999', 'surfliner.biz', '-2']
['851032', 'amazingonlinetool.com', '-2']
['851132', 'friendlyfire.org.uk', '-2']
['851202', 'onex50782.top', '-2']
['851259', 'dajuniorbrands.co.za', '-2']
['851266', 'dove888.online', '-2']
['851295', 'abasetelecom.com.br', '-2']
['851324', 'yellowusa.com', '-2']
['851339', 'saintmichaels.net', '-2']
['851365', 'absolutepoker.com', '-2']
['851459', 'core888.online', '-2']
['851515', 'overdrama.com', '-2']
['851542', 'paintress.ch', '-2']
['851590', 'reservebank.co.za', '-2']
['851678', 'win7sky.com', '-2']
['851700', 'bonedensityscan-video.com', '-2']
['851707', 'hotelprocurement.com', '-2']
['851711', 'helmsprinciples.org', '-2']
['851713', 'look-at-that.com', '-2']
['851715', 'islamreview.com', '-2']
['851719', 'hierbasmedicinal.es', '-2']
['851816', 'cnofis.com', '-2']
['851885', 'balticdepot.com', '-2']
['851926', 'carsongroup.com', '-2']
['852058', 'scarpevans.eu', '-2']
['852069', 'cuug.in', '-2']
['852134', 'jlxyljc.com', '-2']
['852163', 'veebo.xyz', '-2']
['852216', 'anaparadio.ru', '-2']
['852268', 'yahyalisayam.com', '-2']
['852274', 'govtpolytechnicujjain.com', '-2']
['852336', 'fun-fishermen.fun', '-2']
['852406', 'cfpdsj.biz', '-2']
['852425', 'efanccyun.net', '-2']
['852490', 'bassrush.co.uk', '-2']
['852494', 'dlja-vas.ru', '-2']
['852495', 'jc1788.cn', '-2']
['852725', 'cleanair-coolplanet.org', '-2']
['852745', 'casadeesperanza.org', '-2']
['852828', 'gilt888.xyz', '-2']
['852994', 'duck888.co', '-2']
['853002', 'xdsjqn.com', '-2']
['853003', 'ginkgo888.site', '-2']
['853071', 'chemonline.net', '-2']
['853130', 'neurosurgical-network.com', '-2']
['853186', 'cclldt.com', '-2']
['853194', 'fraza.com.ua', '-2']
['853271', 'iehip.com', '-2']
['853329', 'concertbandamerica.com', '-2']
['853340', 'stayagileservices.com', '-2']
['853436', 'montblancoutlet.com', '-2']
['853587', 'yongle.com.cn', '-2']
['853652', 'kidsdinos.com', '-2']
['853654', 'freightfund.com', '-2']
['853713', 'polknc.org', '-2']
['853735', 'reeed.ru', '-2']
['853758', 'tjph.com', '-2']
['853787', 'gdzspxzx.com', '-2']
['853813', 'online-job-form.com', '-2']
['853968', 'pupynin.ru', '-2']
['854026', 'graffiticop.com', '-2']
['854041', 'i-russia.ru', '-2']
['854043', 'thefoundry.info', '-2']
['854078', 'saeedreferralmarketing.ir', '-2']
['854081', 'utage-portal.com', '-2']
['854153', 'linuxexclusive.com', '-2']
['854154', 'hanafostv.com', '-2']
['854187', 'cctvcj.com', '-2']
['854191', 'harbordodge.com', '-2']
['854219', 'qevob.com', '-2']
['854330', 'familyofficegardens.com', '-2']
['854552', 'sfhinc.org', '-2']
['854573', 'gyfjdwl.com', '-2']
['854579', 'mymaxor.org', '-2']
['854673', 'fullcutexpress.com', '-2']
['854679', 'sdjishengjingguan.com', '-2']
['854739', 'servw.bid', '-2']
['854751', 'sendclaims.net', '-2']
['854773', 'daxueyingyu.com', '-2']
['854903', 'dapengjiaoyu.com', '-2']
['854917', 'christineshull.com', '-2']
['854952', 'hfyzx.com', '-2']
['854960', 'castillomaquinarias.com', '-2']
['855192', 'eigenclass.org', '-2']
['855261', 'streetracersonline.com', '-2']
['855270', 'burberry-handbagsoutlet.com.co', '-2']
['855307', 'aokfc.gr', '-2']
['855356', 'all.dj', '-2']
['855385', 'eileenanddogs.com', '-2']
['855399', 'etowertech.com', '-2']
['855407', 'impress.tv', '-2']
['855486', 'mkbstikservice.com', '-2']
['855524', 'tumanyi.com', '-2']
['855533', 'saadinc.net', '-2']
['855553', 'cqna.gov.cn', '-2']
['855654', 'iatp.md', '-2']
['855710', 'xunjiecn.cn', '-2']
['855728', '518baobao.com', '-2']
['855763', 'nffwz.com', '-2']
['855764', 'vinaads.net', '-2']
['855864', 'directoryxp.com', '-2']
['855889', 'bilberry888.xyz', '-2']
['855942', 'bg-dhlexpress.com', '-2']
['855995', '5e5m.com', '-2']
['856068', 'calf888.xyz', '-2']
['856087', 'jupitermedia.com', '-2']
['856209', 'jxfzdx.gov.cn', '-2']
['856278', 'wealth4freedom.com', '-2']
['856292', 'bitcoiin.com', '-2']
['856345', 'no21kw.com', '-2']
['856642', 'themememe.com', '-2']
['856770', 'footballvikingsofficial.com', '-2']
['856779', 'tankspot.com', '-2']
['856798', 'hztc.edu.cn', '-2']
['856837', 'shanghe.gov.cn', '-2']
['856891', 'therservice.com', '-2']
['857163', 'krasivoe-hd.net', '-2']
['857180', 'for-test-only.ru', '-2']
['857341', 'lilu.ge', '-2']
['857399', 'lazelglutaofficial.com', '-2']
['857507', 'aomengsu.com', '-2']
['857576', 'contentprofitzapp.com', '-2']
['857626', 'redolex.com', '-2']
['857658', 'saat5.net', '-2']
['857766', 'firmobase.com', '-2']
['857861', 'tabuzhe.com', '-2']
['858012', 'blogdig.net', '-2']
['858023', 'meidafeng.com', '-2']
['858144', 'bracewellgiuliani.com', '-2']
['858396', 'sihong.gov.cn', '-2']
['858445', 'panicsoothe.com', '-2']
['858448', 'maruken.site', '-2']
['858472', 'bjmlxy.com', '-2']
['858477', 'ant888.xyz', '-2']
['858481', 'thejonaki.com', '-2']
['858483', 'cybermondaysale.co', '-2']
['858495', 'zhongherf.com', '-2']
['858613', 'kickette.com', '-2']
['858638', 'h24dbs.ch', '-2']
['858749', 'xcsst.com', '-2']
['858755', 'earthsite.org', '-2']
['858791', 'serve2app.com', '-2']
['858969', 'sangesefid.com', '-2']
['859016', 'baicharenjia.com', '-2']
['859067', 'a144.co.il', '-2']
['859090', 'daizicook.com', '-2']
['859203', 'chansy.com.hk', '-2']
['859227', '4694f.com', '-2']
['859263', 'supriyagill.com', '-2']
['859290', 'ogd.nl', '-2']
['859312', 'tesisenxarxa.net', '-2']
['859378', 'nhtg.com.cn', '-2']
['859407', 'tangor888.xyz', '-2']
['859440', 'jl-n-tax.gov.cn', '-2']
['859523', '43y.net', '-2']
['859542', 'cncsto.com', '-2']
['859626', 'szrct.com', '-2']
['859642', 'asiaec.com', '-2']
['859643', 'funfire.de', '-2']
['859650', 'partridge888.online', '-2']
['859710', 'sheekshim.ir', '-2']
['859725', 'artemandjoana.com', '-2']
['859739', 'sbcglobal-mail.com', '-2']
['859761', 'akllp.cn', '-2']
['859780', 'restauracjawodna12.pl', '-2']
['859787', 'precious-puppies.com', '-2']
['859803', 'freecarinsurquotes.net', '-2']
['859861', 'mangatun.com', '-2']
['859885', 'academy-kit.com', '-2']
['859923', 'duoge.net.cn', '-2']
['859931', 'binlercebilgi.com', '-2']
['860129', '100mg-buyviagra.com', '-2']
['860174', 'tabiisara.com', '-2']
['860212', 'gscxs.cn', '-2']
['860214', 'cmhc.com', '-2']
['860267', 'whyral.ir', '-2']
['860300', 'seyfolahi.net', '-2']
['860312', '0577zhv.com', '-2']
['860332', 'praim-sport.ru', '-2']
['860452', 'technologysub.com', '-2']
['860453', 'vipvalley.com', '-2']
['860505', 'djsjgs.com', '-2']
['860666', 'dawniverse-china.com', '-2']
['860697', 'immekanik.com', '-2']
['860760', 'revistagastroenterologiamexico.org', '-2']
['860939', 'oxiyi-fabric.com', '-2']
['861066', '70-tattoo.com', '-2']
['861133', 'tanling.com', '-2']
['861139', 'pike888.xyz', '-2']
['861146', 'adobecta.com', '-2']
['861208', 'go-quiz.com', '-2']
['861277', 'lightingjob.com', '-2']
['861318', 'dayzdb.com', '-2']
['861398', 'yahoo001.com', '-2']
['861478', 'pikchur.com', '-2']
['861520', 'amway.it', '-2']
['861575', 'rlwcctv.com', '-2']
['861592', 'mayimbekaraokes.com', '-2']
['861626', '0061.com.au', '-2']
['861684', 'mingxingku.com', '-2']
['861721', 'beaver888.xyz', '-2']
['861777', 'simplybuzzes.com', '-2']
['861778', 'cialisnxnrx.com', '-2']
['861802', 'emgtrack.com', '-2']
['861811', 'mrbitcoin.ir', '-2']
['861861', 'hervisa-perles.com.pl', '-2']
['861926', 'sdfjdbhs.com', '-2']
['861989', 'pomegranate888.xyz', '-2']
['862041', 'visvn.cn', '-2']
['862068', 'spike.cc', '-2']
['862282', 'chochucson.com', '-2']
['862541', 'wumianw.com', '-2']
['862551', 'rambutan888.xyz', '-2']
['862558', 'swiftapp.ml', '-2']
['862615', 'globalsuperaffiliates.com', '-2']
['862736', 'kanonir.com', '-2']
['862760', 'hnmama.com', '-2']
['862816', 'petanquethai.com', '-2']
['862908', 'surebaby.com', '-2']
['863077', 'ys2004.com', '-2']
['863175', 'haxw.net', '-2']
['863356', 'psychicmagiclovespells.com', '-2']
['863401', 'para2000.org', '-2']
['863404', 'sturgeon888.xyz', '-2']
['863474', 'gzlxsmjz.com', '-2']
['863516', 'lynx888.xyz', '-2']
['863518', 'infoactive.co', '-2']
['863692', 'healthyworm.com', '-2']
['863698', 'robin888.xyz', '-2']
['863708', 'latinmail.com', '-2']
['863867', 'panolab.it', '-2']
['863931', 'xiangyuanfayu.com', '-2']
['863968', 'snake888.xyz', '-2']
['864036', 'bbshaokao.com', '-2']
['864046', 'kunmingguoji.com', '-2']
['864160', 'arushatimes.co.tz', '-2']
['864178', 'lestu.com', '-2']
['864259', 'redstonesoftware.com', '-2']
['864301', 'syict.edu.cn', '-2']
['864494', 'applebird.org', '-2']
['864785', 'lytaohuitao.com', '-2']
['864806', 'ralphguild.com', '-2']
['864815', 'turmir.com', '-2']
['864896', 'tulationeva.com', '-2']
['864945', 'seivom.cn', '-2']
['865011', 'ceilingfansdepot.org', '-2']
['865048', 'himehgroup.com', '-2']
['865280', 'shijihuasheng.com', '-2']
['865384', 'appjolt.com', '-2']
['865439', 'descubretucarrera.pe', '-2']
['865510', 'ddlmega.net', '-2']
['865555', 'baguazhang.cc', '-2']
['865590', 'cnled114.com', '-2']
['865603', 'ninjaslots.gq', '-2']
['865640', 'me4399.com', '-2']
['865721', 'leeo.com', '-2']
['865730', 'cheapsalewatch.com', '-2']
['865827', 'game1996.com', '-2']
['865885', 'berkahfashion.com', '-2']
['866092', 'bravica.net', '-2']
['866226', '1x-bet781299.world', '-2']
['866489', 'liangxinyun.xyz', '-2']
['866618', 'chipdesignmag.com', '-2']
['866793', 'sanbarbolaaruba.com', '-2']
['867046', 'jxbys.net.cn', '-2']
['867059', 'mm-bb.cn', '-2']
['867118', 'murashky.ru', '-2']
['867141', 'cnsxdb.com', '-2']
['867198', 'onlinelawyersource.com', '-2']
['867306', 'meinbestekredit.pw', '-2']
['867418', 'jssltjx.com', '-2']
['867488', 'villageclubs.com', '-2']
['867498', 'digitalstrategists.tech', '-2']
['867531', 'oasiscourt.com', '-2']
['867561', 'mmalinker.com', '-2']
['867582', 'aveeto.ru', '-2']
['867697', 'ezebee.com', '-2']
['867703', 'inspiration4us.com', '-2']
['867730', 'comsenz-service.com', '-2']
['867808', 'petbirdsnest.com', '-2']
['867895', 'kewlshare.com', '-2']
['867943', 'devnyatrade.com', '-2']
['867989', 'toroob.ir', '-2']
['868297', 'gamenavigator.ru', '-2']
['868432', 'jj-ss.com', '-2']
['868484', 'mijnkoster-admin.nl', '-2']
['868485', 'xifengboke.com', '-2']
['868645', 'acqu.co', '-2']
['868851', 'qlccj.com', '-2']
['868900', 'eredivisielive.nl', '-2']
['868902', 'sytljzs.com', '-2']
['868943', 'durian888.xyz', '-2']
['868949', 'chicagoflame.com', '-2']
['869013', 'yp-bh.com', '-2']
['869208', 'tastet.ca', '-2']
['869252', 'mlytics.me', '-2']
['869298', 'shenfasz.com', '-2']
['869465', 'wikionlinecourse.com', '-2']
['869469', 'cygnet888.site', '-2']
['869499', 'saotjd.com', '-2']
['869537', 'jp999.info', '-2']
['869544', 'wpaas.ir', '-2']
['869557', 'sikayethatti.online', '-2']
['869580', 'highlow.pro', '-2']
['869759', 'codlin888.xyz', '-2']
['869760', 'melbet478674.com', '-2']
['869798', 'calduler.com', '-2']
['869817', 'sxaybxgg.com', '-2']
['869896', 'ddp.or.kr', '-2']
['870121', 'qlgl.gov.cn', '-2']
['870123', 'pusatdewasa.com', '-2']
['870149', 'duxiaoshuo.com', '-2']
['870205', 'cnagdb.com', '-2']
['870315', 'bcnb.ac.th', '-2']
['870360', 'teacup-pomeranian-puppies.com', '-2']
['870421', 'azplayers.com', '-2']
['870438', 'tbvip27.com', '-2']
['870597', 'swallow888.xyz', '-2']
['870615', 'realimpact.net', '-2']
['870622', 'degrifftout.net', '-2']
['870627', '1000islandlake.com', '-2']
['870732', 'zuke-led.com', '-2']
['870909', 'halynkmedia.com', '-2']
['871164', 'mids.com.cn', '-2']
['871198', 'profilactic.com', '-2']
['871215', 'voies-off.com', '-2']
['871267', 'stoppblock.com', '-2']
['871300', 'adisanliconstruction.com', '-2']
['871302', 'ultrain.io', '-2']
['871322', '517515.com', '-2']
['871365', 'agrepeboy.com', '-2']
['871407', 'kidsspell.com', '-2']
['871437', 'classichitsandoldies.com', '-2']
['871633', 'gcdc.ir', '-2']
['871668', 'househuntisrael.com', '-2']
['871718', 'supplementblend.com', '-2']
['871755', 'ya-mato114.com', '-2']
['871789', 'capitalaugmentation.net', '-2']
['871793', 'kailashstationery.com', '-2']
['871797', 'shshangqiao.com', '-2']
['871828', '3k.com', '-2']
['871882', 'servertoplist.com', '-2']
['872080', 'jnjwaf.com', '-2']
['872089', 'jashortinc.com', '-2']
['872103', 'bayoubucks.com', '-2']
['872113', '503936.com', '-2']
['872130', 'bullfrog888.xyz', '-2']
['872162', 'she14.in', '-2']
['872252', '38kanshu.cc', '-2']
['872279', 'theglamoroushousewife.com', '-2']
['872318', 'danawhite.eu', '-2']
['872334', 'losangelesdodgersjerseys.us', '-2']
['872356', 'primarypsychiatry.com', '-2']
['872375', 'opensciencetips.tn', '-2']
['872436', 'cataloguecompare.co.uk', '-2']
['872480', 'yxyhpd.com', '-2']
['872584', 'brinks-safe.net', '-2']
['872715', 'wpwebsite.us', '-2']
['872738', 'homepetsrescue.com', '-2']
['872743', 'codekend.com', '-2']
['872785', 'bshpnr.com', '-2']
['872795', 'hooshyaramlak.ir', '-2']
['872851', 'msdssearch.com', '-2']
['872895', 'atlantisnoir.com', '-2']
['872918', 'poobbs.com', '-2']
['872920', 'internet-school.ru', '-2']
['872922', 'dreamingofleaving.com', '-2']
['872946', 'tinyw.in', '-2']
['873007', 'ddtqb.com', '-2']
['873064', 'mysitesweb.su', '-2']
['873083', 'bangongziyuan.com', '-2']
['873234', 'yp.hk', '-2']
['873342', 'yanhaijing.com', '-2']
['873358', 'bismildumlupinarasm.com', '-2']
['873527', 'financial-edu.com', '-2']
['873571', 'purethe.me', '-2']
['873578', 'biqugeg.cc', '-2']
['873700', 'studyinistanbul.info', '-2']
['873718', 'eye4u.com', '-2']
['873792', 'proxynetwork.ws', '-2']
['873818', 'gl-appspot.org', '-2']
['873823', 'shahokhabar.ir', '-2']
['873833', 'ufcundisputed.com', '-2']
['873877', 'kindleboards.com', '-2']
['873881', 'mass74hotpick.live', '-2']
['873923', 'medicalmealsinc.com', '-2']
['873959', 'fatmanurgursoy.site', '-2']
['873995', 'ztv.la', '-2']
['874004', 'wecare-daycare.com', '-2']
['874019', 'xfjiaye.com', '-2']
['874126', 'hgzz.net', '-2']
['874167', 'huolawyer.com', '-2']
['874390', 'grass888.xyz', '-2']
['874634', 'technorizonbpo.com', '-2']
['874740', 'gdbgjl.com', '-2']
['874782', '1724records.cn', '-2']
['875022', 'vjdnbrpqvp.com', '-2']
['875136', 'njabl.org', '-2']
['875138', 'gudangloker.com', '-2']
['875152', 'focus-asia.com', '-2']
['875238', 'ssacademy.cn', '-2']
['875360', 'hisarbeyasm.com', '-2']
['875421', 'datasafe.com.my', '-2']
['875455', 'hzjxy.net', '-2']
['875502', '21nova.com', '-2']
['875554', 'labtai.com', '-2']
['875614', 'camelliaeamc.org', '-2']
['875636', 'hostelfilm.com', '-2']
['875924', 'hlwlizloq.com', '-2']
['875992', 'ezpassdrjtbc.com', '-2']
['876072', 'ziqingups.com', '-2']
['876094', 'tjbdljc.com', '-2']
['876122', 'bet1-x62670.com', '-2']
['876144', 'ghanaton.com', '-2']
['876169', 'scysw.com', '-2']
['876256', 'ghmi.de', '-2']
['876323', '100lipin.com', '-2']
['876392', 'pptttt.com', '-2']
['876450', 'musicalarhive.ru', '-2']
['876647', 'psce.pw', '-2']
['876686', 'hog888.xyz', '-2']
['876841', 'carinsuranceast.us', '-2']
['876961', 'festivaldesevilla.com', '-2']
['877151', 'jointlab.info', '-2']
['877221', 'cniux.com', '-2']
['877290', 'marijuananear.me', '-2']
['877319', 'guwanjiataoci.com', '-2']
['877329', 'themillennialsacademy.com', '-2']
['877332', 'desertcombat.com', '-2']
['877354', 'asrenamdaran.ir', '-2']
['877380', 'hyhengjian.com', '-2']
['877396', 'phim3s.pw', '-2']
['877426', 'shucar.com', '-2']
['877461', 'goishop.rs', '-2']
['877502', 'hashtagdns.net', '-2']
['877533', 'nailsexpress.com', '-2']
['877826', 'montajacarges.ro', '-2']
['877885', 'turbot888.xyz', '-2']
['877912', 'buyinsuronline.com', '-2']
['877921', 'patrickzhuwao.com', '-2']
['878013', 'x0.no', '-2']
['878032', 'nitgoa.ac.in', '-2']
['878052', 'dynamicsdigitalmarketingsolutions.com', '-2']
['878055', 'partnershub.com', '-2']
['878081', 'notarfor.com.ar', '-2']
['878212', 'mbot.org.my', '-2']
['878295', 'xuanyouwang.com', '-2']
['878324', 'educandolamente.es', '-2']
['878407', 'evtina.com', '-2']
['878502', 'juicy-peach888.xyz', '-2']
['878539', 'dongchelvyou.com', '-2']
['878667', 'design24studio.com', '-2']
['878854', 'ccs.ac.cn', '-2']
['878870', 'porabd.com', '-2']
['878916', 'junfu.asia', '-2']
['879090', 'zhonpu.com', '-2']
['879126', 'comptiq.com', '-2']
['879199', 'playidena.com', '-2']
['879233', 'couponnewworld.com', '-2']
['879339', 'ilovepecans.org', '-2']
['879349', 'bbdevtt.com', '-2']
['879374', 'jthk.org', '-2']
['879477', 'supcname.com', '-2']
['879504', 'allfinancialmatters.com', '-2']
['879601', 'dreammail.org', '-2']
['879621', 'besthavanesepups.com', '-2']
['879713', 'nfsysu.cn', '-2']
['879802', 'bandarutamaproperties.com.my', '-2']
['879865', 'kenali.co', '-2']
['879883', 'hoyiphone.com', '-2']
['879936', 'best-horoscope.com', '-2']
['880021', 'labyra.com', '-2']
['880040', 'porno-go.online', '-2']
['880041', 'bahasa-inggris.id', '-2']
['880120', 'tomsoutletstore.name', '-2']
['880164', 'badger888.xyz', '-2']
['880233', 'agirlcalledjack.com', '-2']
['880266', 'digital-wing.com', '-2']
['880279', 'pix8.net', '-2']
['880354', 'dresswe.com', '-2']
['880443', 'areebahometuition.com', '-2']
['880505', 'moccasin888.xyz', '-2']
['880557', 'cxitian.com', '-2']
['880574', 'xiaomark.com', '-2']
['880697', 'hippopotamus888.xyz', '-2']
['880705', 'xuechewuyou.com', '-2']
['880722', 'ottcn.help', '-2']
['880731', 'gratix.com.br', '-2']
['880744', 'asp163.net', '-2']
['880745', 'airjordan4premium.com', '-2']
['880791', 'vazinplast.com', '-2']
['880830', 'freerobuxgenerator.net', '-2']
['880900', 'mikids.com', '-2']
['880913', 'hnhsdl.com', '-2']
['881054', 'coral888.xyz', '-2']
['881094', 'foodconnection.com.my', '-2']
['881100', 'sherlockholmes.org.uk', '-2']
['881146', 'interconnected.blog', '-2']
['881586', 'goodhousekeeping.co.za', '-2']
